,Unnamed: 0,Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
287086,2901298,2022/09/06 06:28,70,100428660,17907,8081A30D0,5826.12,US Dollar,5826.12,US Dollar,Cheque,0
310648,2578824,2022/09/05 14:02,21387,80BBC5A70,14650,80DF581C0,119620.17,Euro,119620.17,Euro,Cheque,0
380050,2713690,2022/09/05 21:19,1501,8048E1250,10404,8048E0740,471.2,Euro,471.2,Euro,ACH,0
290234,2814981,2022/09/06 01:55,111433,805198DA0,247415,8139FFB30,4811.69,US Dollar,4811.69,US Dollar,Cheque,0
122930,5038963,2022/09/10 19:10,6179,809C16560,215266,809C13FA0,1442955.07,US Dollar,1442955.07,US Dollar,ACH,0
446555,2528918,2022/09/05 11:30,70,1004286A8,11852,800F0D6C0,22.98,Euro,22.98,Euro,Cheque,0
273886,2718494,2022/09/05 21:16,113,80FDED370,44565,8107E23A0,4557.36,Shekel,4557.36,Shekel,Cheque,0
357061,171538,2022/09/01 00:00,332211,80BF33D90,124368,80BF34220,453.72,Euro,453.72,Euro,ACH,0
161436,1476681,2022/09/02 11:14,24144,801C14D50,23344,801FFDBE0,87.32,Euro,87.32,Euro,Credit Card,0
182820,3457344,2022/09/07 09:32,221765,807E03650,212,807EFA390,358.29,UK Pound,358.29,UK Pound,Cheque,0
246440,4836232,2022/09/09 22:30,111141,805B4DE20,23344,8079967B0,242.66,Euro,242.66,Euro,Credit Card,0
168601,1021271,2022/09/01 21:07,14650,801BADBE0,14650,801BADBE0,2408.9,Euro,2408.9,Euro,Reinvestment,0
67411,155362,2022/09/01 00:23,15863,80794F170,15863,80794F170,838840.73,Euro,838840.73,Euro,Reinvestment,0
11723,244805,2022/09/01 00:15,7,80769B0C0,7,80769B0C0,10.88,UK Pound,10.88,UK Pound,Reinvestment,0
323940,3328279,2022/09/07 03:07,26463,80362DCD0,5365,80CCEB670,618.69,Euro,618.69,Euro,ACH,0
193364,2957265,2022/09/06 08:36,14,8105DE990,142836,810D27970,14980.34,Shekel,14980.34,Shekel,Cheque,0
12384,59568,2022/09/01 00:00,121698,809252000,121698,809252000,12.67,US Dollar,12.67,US Dollar,Reinvestment,0
165720,1713933,2022/09/02 18:33,214,80BE59480,28,80C152530,803.96,Mexican Peso,803.96,Mexican Peso,Credit Card,0
345207,3147249,2022/09/06 18:35,22,800AB34D0,11852,801C80560,481982.48,Euro,481982.48,Euro,Cash,0
121543,3914882,2022/09/08 08:30,211,80767F910,211,80767F910,106545.67,US Dollar,82487.66,UK Pound,ACH,0
73680,2727344,2022/09/05 21:56,131086,80BE608E0,214,80CCCB120,43728.07,Mexican Peso,43728.07,Mexican Peso,Cheque,0
302085,2607858,2022/09/05 15:31,4600,801C73580,115656,80CEFDDD0,895.34,Euro,895.34,Euro,Cheque,0
77673,1199138,2022/09/02 02:02,28693,8032A2140,28693,8032A2140,15.12,Euro,17.72,US Dollar,ACH,0
257602,4723440,2022/09/09 18:13,243614,8100F9280,243614,811415140,310.1,Shekel,310.1,Shekel,Cheque,0
172735,388291,2022/09/01 02:11,229227,80F3C3400,5627,812E262E0,18585.4,Yuan,18585.4,Yuan,Credit Card,0
206398,2906383,2022/09/06 06:22,7,8047AAC40,213005,804D637D0,157072.04,Rupee,157072.04,Rupee,Cheque,0
267630,139479,2022/09/01 00:19,20,802658B80,22806,8029C2440,100156.66,Euro,100156.66,Euro,Cheque,0
455335,4732664,2022/09/09 18:58,342691,80F9FFFA0,232447,80F9FFF00,850.39,Yuan,850.39,Yuan,ACH,0
42053,260318,2022/09/01 00:09,19,80987A900,19,80987A900,1820.04,Canadian Dollar,1820.04,Canadian Dollar,Reinvestment,0
410996,4109435,2022/09/08 18:37,23833,801EA4520,13264,803BABE20,15.71,US Dollar,15.71,US Dollar,ACH,0
234575,2763487,2022/09/05 23:42,18230,80DCE8A90,217959,8102DD610,10883.12,Euro,10883.12,Euro,Credit Card,0
499405,2956162,2022/09/06 08:41,19,80A1FAF20,228009,80A861C90,81.41,Australian Dollar,81.41,Australian Dollar,Cheque,0
276911,4305215,2022/09/09 02:53,18200,803076A30,9571,808F75840,280752.12,Yuan,280752.12,Yuan,ACH,0
167348,3352607,2022/09/07 04:53,1,80047EED0,1411,800C50D50,61.1,US Dollar,61.1,US Dollar,Credit Card,0
83861,2870782,2022/09/06 04:59,1601,800A86480,1729,800DBB800,1559.52,US Dollar,1559.52,US Dollar,Cheque,0
74432,1138887,2022/09/02 00:05,8,8000A5440,214,8090AC130,20.34,Canadian Dollar,20.34,Canadian Dollar,Wire,0
110845,4726758,2022/09/09 18:33,12,80010F6E0,115359,8097AD470,441.62,US Dollar,441.62,US Dollar,Cheque,0
26363,1006750,2022/09/01 20:44,21831,800AE0930,237316,80DEF88C0,50.18,Euro,50.18,Euro,Cheque,0
120707,3436466,2022/09/07 08:47,122352,8126D8120,27535,812C3D8A0,165.19,Euro,165.19,Euro,Cheque,0
282971,3372855,2022/09/07 05:43,21174,8006B9870,19535,805708830,376.7,US Dollar,376.7,US Dollar,ACH,0
402845,1114102,2022/09/01 23:55,217,81000B4D0,217,81000B4D0,43.1,Shekel,43.1,Shekel,Reinvestment,0
15409,1172746,2022/09/02 01:17,212,807684040,22575,808B6BEE0,1390.62,UK Pound,1390.62,UK Pound,Credit Card,0
269392,3637252,2022/09/07 19:07,1686,800CAE4E0,1412,805A36CA0,3055.53,US Dollar,3055.53,US Dollar,Cheque,0
61429,4057521,2022/09/08 15:52,25534,809A01000,27120,809ECF720,209.31,Canadian Dollar,209.31,Canadian Dollar,Credit Card,0
72187,4691187,2022/09/09 17:15,70,1004286A8,47901,81201FFB0,216.03,Euro,216.03,Euro,Credit Card,0
343812,2661279,2022/09/05 18:50,10,8001F7720,1420,80083CDE0,28.62,US Dollar,28.62,US Dollar,Credit Card,0
146769,1693266,2022/09/02 18:27,6625,807FE31F0,26624,80830BC00,628.5,Euro,628.5,Euro,ACH,0
332283,3291365,2022/09/07 01:26,16649,8062CE6B0,7,8064D0E40,1937481561.18,Ruble,1937481561.18,Ruble,Wire,0
240204,3551258,2022/09/07 14:56,70,1004286A8,23,8011FD710,4362.9,Euro,4362.9,Euro,Cheque,0
331560,3534383,2022/09/07 13:58,112497,804B386F0,113304,8053D2A80,216810.07,Rupee,216810.07,Rupee,Wire,0
201256,3003692,2022/09/06 11:16,113530,805FEA4C0,14766,81229E690,5904.16,Rupee,5904.16,Rupee,Credit Card,0
475419,1597069,2022/09/02 15:17,15980,80A386540,28827,80DA47540,39585.78,US Dollar,39585.78,US Dollar,Cheque,0
143510,1189925,2022/09/02 01:34,118,80DC00F20,239692,80E7D50F0,2061.96,Swiss Franc,2061.96,Swiss Franc,Cheque,0
488649,989598,2022/09/01 20:09,14011,801DFDF10,14011,801DFDF10,616.08,Euro,616.08,Euro,Reinvestment,0
317279,4849550,2022/09/09 23:27,70,1004286A8,219077,807BF8020,45111.22,Euro,45111.22,Euro,Cheque,0
205866,4008858,2022/09/08 13:04,228054,80A4B1530,128960,80ADB39B0,69.77,Australian Dollar,69.77,Australian Dollar,Credit Card,0
449567,1665831,2022/09/02 17:25,71,80478D790,71,804F708B0,17711.43,Rupee,17711.43,Rupee,Cheque,0
465957,326386,2022/09/01 00:19,254242,8147B7911,254242,8147B7911,0.009413,Bitcoin,0.009413,Bitcoin,Bitcoin,0
277460,4174510,2022/09/08 21:46,19,80906FED0,125305,8096C8F40,153.88,Canadian Dollar,153.88,Canadian Dollar,Cheque,0
393849,3177552,2022/09/06 20:03,16431,807290970,23,809FECD30,6683.19,Euro,6683.19,Euro,ACH,0
318610,3830275,2022/09/08 04:13,210431,806C3B2A0,223030,80C6C24A0,328.97,Euro,328.97,Euro,Cheque,0
36886,574454,2022/09/01 07:31,214881,8056348A0,6,812256390,26936939.92,Rupee,26936939.92,Rupee,Cheque,0
81765,3395054,2022/09/07 06:56,21550,800F42EF0,2439,812B65270,6.67,US Dollar,6.67,US Dollar,Wire,0
291607,784757,2022/09/01 14:22,70,100428660,1674,80FB1E540,310.92,US Dollar,310.92,US Dollar,Cash,0
5953,5025421,2022/09/10 17:09,210,809A419E0,26174,809CC0DA0,20832.82,Canadian Dollar,20832.82,Canadian Dollar,Cheque,0
45163,3245570,2022/09/06 23:44,16847,80438A560,11,81056C0B0,22750.82,Euro,22750.82,Euro,Credit Card,0
436195,29371,2022/09/01 00:03,16136,801CECCA0,11474,80135A870,14823.4,US Dollar,14823.4,US Dollar,Cheque,0
284981,4520273,2022/09/09 10:49,116425,8061DFBB0,16649,806BF9C30,837381.43,Ruble,837381.43,Ruble,Credit Card,0
261092,4245341,2022/09/09 00:58,2454,80188FC60,11030,8077EEF30,1499.82,US Dollar,1499.82,US Dollar,Credit Card,0
91521,1968166,2022/09/03 10:01,70,100428978,38478,80F323A60,2553.69,Swiss Franc,2553.69,Swiss Franc,Cheque,0
456889,2179810,2022/09/04 10:44,28531,80A7D9E50,29064,80A9DE050,8305.61,Australian Dollar,8305.61,Australian Dollar,Credit Card,0
182364,3817807,2022/09/08 03:34,21258,800BB60B0,1244,80722F030,2081816.55,US Dollar,2081816.55,US Dollar,ACH,0
34428,3381045,2022/09/07 05:35,244192,810B88490,44873,811379B20,92.94,Shekel,92.94,Shekel,ACH,0
413836,4035489,2022/09/08 14:30,1655,801B3D440,22,8125BBCC0,74.09,Euro,74.09,Euro,Cash,0
238744,4846093,2022/09/09 23:11,110836,807423AA0,26698,80B92CC30,6247.34,US Dollar,6247.34,US Dollar,Credit Card,0
235517,4983978,2022/09/10 12:20,70,100428660,12719,81444B360,42.6,US Dollar,42.6,US Dollar,Cash,0
347999,3188248,2022/09/06 20:36,241309,81042E1E0,10441,814497F20,171.19,Euro,171.19,Euro,Cheque,0
261173,4006054,2022/09/08 13:25,16941,808606D90,31253,80E755590,2537.9,Euro,2537.9,Euro,Cheque,0
70852,555799,2022/09/01 07:26,3,802166980,18200,80391DE70,2513188.75,Yuan,2513188.75,Yuan,ACH,0
27871,322509,2022/09/01 00:03,354170,81404B251,354170,81404B251,0.571728,Bitcoin,0.571728,Bitcoin,Bitcoin,0
123390,4282945,2022/09/09 01:41,70,100428A08,48526,811DF67F0,6075273.95,Saudi Riyal,6075273.95,Saudi Riyal,Cheque,0
243488,402038,2022/09/01 02:31,3318,803D7D9D0,3318,803D7D9D0,5030.63,Euro,5030.63,Euro,Reinvestment,0
282113,4885314,2022/09/10 00:02,229799,80AD87420,211,80A19B890,68.15,Australian Dollar,68.15,Australian Dollar,Credit Card,0
406741,3529861,2022/09/07 13:54,122151,809F16670,213952,80A57AFE0,87.14,US Dollar,87.14,US Dollar,Credit Card,0
267301,3801998,2022/09/08 02:47,15,800077540,15,803B2B390,668404.75,Yen,668404.75,Yen,Cheque,0
385972,1614459,2022/09/02 15:34,348601,813A476B0,121358,813A46F00,582.06,US Dollar,582.06,US Dollar,ACH,0
55046,1905837,2022/09/03 02:36,15447,8064CC580,240707,813908750,63.2,US Dollar,63.2,US Dollar,Credit Card,0
217483,4584493,2022/09/09 13:07,22,800D43EA0,22806,80F262F00,2559.19,Euro,2559.19,Euro,Cheque,0
294069,1735468,2022/09/02 19:37,12446,8052BA290,8798,80C82F860,512.15,US Dollar,512.15,US Dollar,Cheque,0
423356,5019862,2022/09/10 16:52,410,800236970,410,8002ADD00,67.08,Euro,67.08,Euro,Credit Card,0
233936,1246703,2022/09/02 03:53,3045,80965AFD0,25768,80D352780,25312.61,Euro,25312.61,Euro,Cheque,0
214610,1461113,2022/09/02 10:51,33655,802965E70,22775,802965C00,616.81,Euro,616.81,Euro,ACH,0
171060,1892190,2022/09/03 00:44,116,80DD93330,139298,80F47D4F0,931.69,Swiss Franc,931.69,Swiss Franc,Credit Card,0
300831,2349728,2022/09/05 02:56,12,803A9A7C0,29685,803C9ED00,815.26,US Dollar,815.26,US Dollar,Credit Card,0
263504,1180393,2022/09/02 01:35,218267,80B3065A0,218267,80B3065A0,17313.43,US Dollar,14775.28,Euro,ACH,0
215508,1255518,2022/09/02 04:13,21550,800A535C0,908,804F9E1D0,2654.91,US Dollar,2654.91,US Dollar,Credit Card,0
399867,4375526,2022/09/09 05:09,70,1004289C0,143242,81003C570,132.89,Shekel,132.89,Shekel,Cheque,0
240396,4357288,2022/09/09 04:53,15055,80206F0B0,1669,81161F260,1767.31,Euro,1767.31,Euro,Credit Card,0
351373,1048757,2022/09/01 22:23,70,100428660,1411,802299010,3257.23,US Dollar,3257.23,US Dollar,Cheque,0
269367,2215377,2022/09/04 15:22,210319,8046B2D70,212156,80B19E0C0,54333.09,Yen,54333.09,Yen,Credit Card,0
113842,2345897,2022/09/05 02:22,115678,805F1C750,14629,81223D570,95247.64,Rupee,95247.64,Rupee,ACH,0
248955,2516532,2022/09/05 11:05,1244,8027BB520,4403,805305D40,21.89,US Dollar,21.89,US Dollar,Wire,0
39806,4713255,2022/09/09 18:04,1420,8046761C0,28771,80A568F40,64.37,US Dollar,64.37,US Dollar,Credit Card,0
130486,4036884,2022/09/08 14:49,9,8060B73F0,4,8062A23C0,29954.45,Ruble,29954.45,Ruble,Cheque,0
77717,1152944,2022/09/02 00:56,12963,807B5DB00,15055,807BAFF40,156.81,Euro,156.81,Euro,Credit Card,0
268751,1886230,2022/09/03 00:14,117,80E58B000,40312,80F10D720,91.88,Swiss Franc,91.88,Swiss Franc,Credit Card,0
188447,4879950,2022/09/10 00:28,11,80DD489D0,10404,80A7936D0,112.37,Euro,112.37,Euro,Credit Card,0
151288,1818587,2022/09/02 22:04,15,8038605A0,9665,803A19C40,367235.9,Yen,367235.9,Yen,Cheque,0
345081,399373,2022/09/01 02:53,15980,8024529A0,240492,80FCB5D00,30.27,US Dollar,30.27,US Dollar,Credit Card,0
496074,4638467,2022/09/09 15:11,1267,803001630,29944,804C0C5C0,3513.78,Yuan,3513.78,Yuan,Cash,0
445415,4539725,2022/09/09 11:39,14077,8034FA400,21360,80974BE00,190.23,US Dollar,190.23,US Dollar,Credit Card,0
219517,3659557,2022/09/07 20:01,16871,802ECB630,14657,805797120,135.65,Euro,135.65,Euro,ACH,0
302420,3798310,2022/09/08 02:41,1688,801A3B040,14549,80E3273E0,24937.35,US Dollar,24937.35,US Dollar,Credit Card,0
215014,2667356,2022/09/05 18:44,210185,803B3A280,210319,803DBC500,838582.77,Yen,838582.77,Yen,Credit Card,0
227839,1730144,2022/09/02 19:09,116,8000CD350,39668,80EA3A150,953.28,Swiss Franc,953.28,Swiss Franc,Credit Card,0
375927,3650676,2022/09/07 19:49,23691,806A91600,7548,80C7BFE40,181.86,Euro,181.86,Euro,Credit Card,0
441174,2949880,2022/09/06 08:51,19535,808B1B550,13432,809251610,76.44,US Dollar,76.44,US Dollar,Cash,0
470348,1742930,2022/09/02 19:35,116843,806343AE0,217496,806EAC1A0,871762.75,Ruble,871762.75,Ruble,Credit Card,0
507799,2903700,2022/09/06 06:15,12561,8015069C0,15643,8022F3CA0,217.91,Euro,217.91,Euro,Cheque,0
481681,4992552,2022/09/10 13:21,219077,80C54E580,18230,80DE83C10,2725.0,Euro,2725.0,Euro,Credit Card,0
352560,4928134,2022/09/10 05:22,21381,8023646C0,23146,802F83210,3311.29,Yuan,3311.29,Yuan,Cheque,0
156286,4009916,2022/09/08 13:17,14,810A03700,245668,810A47750,202.09,Shekel,202.09,Shekel,ACH,0
174496,2247080,2022/09/04 19:03,12513,8013D3ED0,11657,811051720,662.55,Euro,662.55,Euro,Cheque,0
359598,1733718,2022/09/02 19:55,1729,800412AB0,18819,8052FABC0,1854.5,US Dollar,1854.5,US Dollar,Cash,0
223735,2560495,2022/09/05 13:12,112078,8084CB800,9587,80E80DCC0,789.04,Yuan,789.04,Yuan,Cheque,0
476158,4334663,2022/09/09 03:47,10,80CEC5E40,235580,80D5A3320,348.54,Brazil Real,348.54,Brazil Real,Credit Card,0
204020,4668845,2022/09/09 16:03,139793,80F4D2C90,141312,80FA107D0,21089.23,Swiss Franc,21089.23,Swiss Franc,Cheque,0
68366,2887495,2022/09/06 05:22,116904,8064AA050,218638,806EFC170,68345.28,Ruble,68345.28,Ruble,Cheque,0
105396,2551297,2022/09/05 12:46,6156,802E42C50,9,8061561B0,455261588.69,Ruble,455261588.69,Ruble,Cash,0
352385,2329249,2022/09/05 01:23,254242,813E57D21,152416,81492D411,0.025954,Bitcoin,0.025954,Bitcoin,Bitcoin,0
131776,1534682,2022/09/02 13:26,22345,8034BAF70,12893,80B3431E0,229.32,US Dollar,229.32,US Dollar,Cheque,0
378511,987997,2022/09/01 20:11,1522,800AE9070,2467,801EF9FC0,37935.13,Euro,37935.13,Euro,ACH,0
340114,4134099,2022/09/08 19:38,1267,802FE8FC0,5627,80392AE10,2095.9,Yuan,2095.9,Yuan,Cheque,0
58620,2866714,2022/09/06 04:12,18200,8033B8980,20,808F64D00,978.59,Yuan,978.59,Yuan,Credit Card,0
485766,309537,2022/09/01 00:20,343893,8112948F0,244192,811294E20,15106.7,Shekel,15106.7,Shekel,ACH,0
128542,1661914,2022/09/02 17:27,21745,80139F1C0,13057,802C6A8E0,90169.65,Euro,90169.65,Euro,Cash,0
149817,2951033,2022/09/06 08:32,2947,80BC2EFE0,42051,810427DE0,7466.15,US Dollar,7466.15,US Dollar,Wire,0
86126,3664516,2022/09/07 20:17,126,813B7EE31,54348,8142EA411,0.015703,Bitcoin,0.015703,Bitcoin,Bitcoin,0
327649,686025,2022/09/01 11:13,34910,802C0AC20,26860,802C0C9A0,2387.15,Euro,2387.15,Euro,ACH,0
153603,791505,2022/09/01 14:12,3,804E135C0,13969,8053FEE80,9125.42,Rupee,9125.42,Rupee,Cheque,0
483056,4270315,2022/09/09 01:57,33091,8013C43A0,1241,8013ADB60,167.55,US Dollar,167.55,US Dollar,Cheque,0
303751,2026186,2022/09/03 17:36,29251,80E0D0A40,4866,814450F90,119.74,US Dollar,119.74,US Dollar,Credit Card,0
308859,947928,2022/09/01 19:06,1,8001580D0,2454,800F6D2B0,1273.05,US Dollar,1273.05,US Dollar,Cheque,0
123023,1279595,2022/09/02 04:50,112637,804BBE750,13184,804D5FA60,3414.44,Rupee,3414.44,Rupee,Wire,0
356261,3801087,2022/09/08 02:51,20,80161B810,218755,80F0EAA60,4078.32,Euro,4078.32,Euro,Credit Card,0
484710,2508696,2022/09/05 10:32,221731,80C3BBF20,10642,80F4F2C20,601.82,US Dollar,601.82,US Dollar,Cheque,0
345321,3691557,2022/09/07 21:41,211,8076F8550,122332,8085A8B40,6949.93,UK Pound,6949.93,UK Pound,Cash,0
346877,2851087,2022/09/06 03:41,70,100428660,1412,801504B30,727.24,US Dollar,727.24,US Dollar,Cheque,0
499072,2426871,2022/09/05 06:12,249118,811E2BAD0,148389,812222B90,10412.69,Saudi Riyal,10412.69,Saudi Riyal,Cheque,0
472528,1398947,2022/09/02 08:44,12,80012B270,22,800635550,49.2,Euro,49.2,Euro,Cheque,0
354092,1066708,2022/09/01 22:40,314084,8060F6F80,314084,8060F6F80,16405.89,US Dollar,16405.89,US Dollar,Reinvestment,0
424102,425134,2022/09/01 03:12,228101,80A995A80,228101,80A995A80,23.97,Australian Dollar,23.97,Australian Dollar,Reinvestment,0
441745,3709584,2022/09/07 22:43,18107,80301EA40,9328,808F76C20,3851.11,Yuan,3851.11,Yuan,ACH,0
314988,97127,2022/09/01 00:09,239330,80FFC1E90,239330,80FFC1E90,13191.75,US Dollar,13191.75,US Dollar,Reinvestment,0
465563,2722395,2022/09/05 21:59,2843,8007356C0,247415,8128EE2A0,3039.28,US Dollar,3039.28,US Dollar,Credit Card,0
410893,1655775,2022/09/02 17:09,1467,8012CEFE0,3051,8018A6680,68.66,US Dollar,68.66,US Dollar,Cheque,0
87929,2631140,2022/09/05 16:42,241657,80F500370,41089,80F5D79F0,4468.3,Swiss Franc,4468.3,Swiss Franc,ACH,0
310117,1079788,2022/09/01 22:51,240971,80F185F70,240971,80F185F70,181714.14,Swiss Franc,181714.14,Swiss Franc,Reinvestment,0
440396,2509303,2022/09/05 10:37,12735,810695D80,50428,8135E6680,3763.99,US Dollar,3763.99,US Dollar,Cheque,0
210591,3159672,2022/09/06 19:13,12,804BC01B0,214050,805D44BB0,46989.39,Rupee,46989.39,Rupee,Credit Card,0
284610,3496040,2022/09/07 11:31,16,804F83A50,213005,8055DE540,5716076.65,Rupee,5716076.65,Rupee,ACH,0
198679,839675,2022/09/01 15:33,19542,808499C50,11657,810E8DB80,12090.6,Euro,12090.6,Euro,Cheque,0
498670,403925,2022/09/01 02:54,16871,80B65AB80,130902,8102FB7C0,107.04,Euro,107.04,Euro,Cheque,0
22039,3653421,2022/09/07 19:52,228009,80A2EB140,228054,80A4AF7C0,1370.94,Australian Dollar,1370.94,Australian Dollar,Cheque,0
125513,1866762,2022/09/02 23:56,8,809160970,213,809160A10,2536.54,Canadian Dollar,2536.54,Canadian Dollar,ACH,0
330147,4893637,2022/09/10 01:19,6129,806272270,17753,80D96DCE0,1009.17,US Dollar,1009.17,US Dollar,Cheque,0
481290,2184487,2022/09/04 11:48,12,8003C1220,1601,8004294E0,875.76,US Dollar,875.76,US Dollar,Credit Card,0
358064,2500311,2022/09/05 10:22,24132,80320BB30,1547,805B47050,101.21,Euro,101.21,Euro,Cheque,0
250033,372083,2022/09/01 01:51,71,8049B7250,6,8049C1180,2665254.89,Rupee,2665254.89,Rupee,ACH,0
186865,4218731,2022/09/09 00:04,8798,805B448D0,11405,80161CF60,35.78,US Dollar,35.78,US Dollar,Credit Card,0
388674,780143,2022/09/01 14:12,1292,80058EC90,1292,80058EC90,23.3,US Dollar,23.3,US Dollar,Reinvestment,0
55636,1868704,2022/09/02 23:45,137218,80FA21E90,243017,80FAE3110,12609.44,Swiss Franc,12609.44,Swiss Franc,Credit Card,0
487336,426178,2022/09/01 03:10,238190,80E5E7ED0,116,80E851AE0,230.09,Swiss Franc,230.09,Swiss Franc,Credit Card,0
381954,1338834,2022/09/02 06:32,13858,80258CE50,3655,80811F910,11555.63,Euro,11555.63,Euro,Credit Card,0
412492,2841426,2022/09/06 03:09,2385,800E85DF0,3149,8019EC0D0,19712.7,US Dollar,19712.7,US Dollar,Credit Card,0
394359,2635117,2022/09/05 17:22,21174,807F403D0,23833,81147F6E0,583.82,US Dollar,583.82,US Dollar,Cheque,0
39364,2712699,2022/09/05 21:11,1588,801F72240,226331,80C2148B0,538.46,US Dollar,538.46,US Dollar,Cheque,0
207981,1004734,2022/09/01 20:50,12561,801BBCDF0,14663,80259A520,2408.2,Euro,2408.2,Euro,Credit Card,0
47587,2524224,2022/09/05 11:24,39775,80EC97840,240971,80FC9AE20,16771.83,Swiss Franc,16771.83,Swiss Franc,Credit Card,0
343602,4361459,2022/09/09 04:32,138335,80E4660E0,137218,80EAB8BB0,60.92,Swiss Franc,60.92,Swiss Franc,ACH,0
448719,3128761,2022/09/06 17:40,28629,80AF2CFC0,221279,80D096E70,18.03,Euro,18.03,Euro,Cash,0
335864,4747828,2022/09/09 19:17,122332,80884FFA0,22422,80AAA0F80,334.34,UK Pound,334.34,UK Pound,Cash,0
192755,1792140,2022/09/02 21:07,14,80FD72280,43049,80FE5E460,4221.37,Shekel,4221.37,Shekel,Cheque,0
282788,4076155,2022/09/08 16:42,7,804C72B30,14381,805D9E4F0,178498.88,Rupee,178498.88,Rupee,Cheque,0
322558,1362354,2022/09/02 07:33,12,8001068A0,1,80011B810,30.17,US Dollar,30.17,US Dollar,ACH,0
451261,4233535,2022/09/09 00:19,15,803A6D1A0,9679,80436C650,4269.62,Yen,4269.62,Yen,Credit Card,0
228209,761430,2022/09/01 13:14,138395,80E4FE6E0,140754,80F1CE210,3.6,Swiss Franc,3.6,Swiss Franc,ACH,0
22221,4584806,2022/09/09 13:08,22775,8021EC310,111121,8124964D0,2721.37,Euro,2721.37,Euro,Credit Card,0
238242,1184873,2022/09/02 01:39,14290,8025FCBD0,111121,80ED2DBF0,3411.07,Euro,3411.07,Euro,Wire,0
506363,1270641,2022/09/02 04:41,22736,801B755B0,11157,803705890,555.45,US Dollar,555.45,US Dollar,Cash,0
325106,540006,2022/09/01 06:30,71,804815210,6,80481EA70,83182.6,Rupee,83182.6,Rupee,Credit Card,0
179027,3988786,2022/09/08 12:24,27621,80A25F310,228009,80A471C90,623.72,Australian Dollar,623.72,Australian Dollar,Credit Card,0
9133,2372059,2022/09/05 03:51,70,100428660,4866,81346BDE0,307.77,US Dollar,307.77,US Dollar,Credit Card,0
8965,1360082,2022/09/02 07:24,335147,80CF40960,134976,80CF35300,1249.4,Brazil Real,1249.4,Brazil Real,Cheque,0
73405,4016174,2022/09/08 13:35,13554,80258B590,23691,8126DF160,447603.92,Euro,447603.92,Euro,Cheque,0
152201,786602,2022/09/01 14:08,21831,800ECBD40,3123,801CB0320,5975.13,Euro,5975.13,Euro,Cheque,0
195792,1346649,2022/09/02 06:41,15,813B765F1,15,813B765F1,0.006543,Bitcoin,0.006543,Bitcoin,Bitcoin,0
209796,3241546,2022/09/06 23:46,7042,804188A60,12979,80672ABF0,13765.46,US Dollar,13765.46,US Dollar,Credit Card,0
417808,1653117,2022/09/02 16:30,110,80CF51A20,36868,80DB84850,298.01,Brazil Real,298.01,Brazil Real,Cheque,0
258206,2197144,2022/09/04 13:11,11318,80083ACA0,9482,80ADF63B0,1949.86,US Dollar,1949.86,US Dollar,Cheque,0
296590,3295503,2022/09/07 01:56,9371,80534E640,19890,80754EA60,2246.7,US Dollar,2246.7,US Dollar,Credit Card,0
36172,4925927,2022/09/10 05:21,70,100428660,21611,803193DC0,189367.74,US Dollar,189367.74,US Dollar,Cheque,0
332944,1858441,2022/09/02 23:50,6179,80363A3F0,132499,80C9B0870,96.74,US Dollar,96.74,US Dollar,Cheque,0
222215,2756538,2022/09/05 23:20,214,80B766490,34523,80CBA5B00,344290.62,Mexican Peso,344290.62,Mexican Peso,Cheque,0
222078,4996052,2022/09/10 13:32,1024,800D34D20,5175,8023AE8A0,3640.05,Euro,3640.05,Euro,Credit Card,0
313923,2182212,2022/09/04 11:02,22775,8022F6780,1490,80505F850,105.17,Euro,105.17,Euro,Cash,0
400221,724218,2022/09/01 12:10,10581,8145B9810,10581,8145B9810,547.66,Yen,547.66,Yen,Reinvestment,0
289868,1735339,2022/09/02 19:53,216645,8070B41B0,23885,80BFDCA00,18455.61,US Dollar,18455.61,US Dollar,ACH,0
14600,4439438,2022/09/09 07:53,16,8049E2620,113523,805FE8C10,1107199.13,Rupee,1107199.13,Rupee,Cash,0
79660,116286,2022/09/01 00:29,36932,81356B1C0,36932,81356B1C0,34.85,US Dollar,34.85,US Dollar,Reinvestment,0
153646,2021137,2022/09/03 17:20,795,8028BCF90,14325,803551760,3083.68,US Dollar,3083.68,US Dollar,Credit Card,0
445412,2507525,2022/09/05 10:34,10,8001C6CC0,221332,8086F6120,61.17,US Dollar,61.17,US Dollar,Cheque,0
66760,978567,2022/09/01 19:58,231744,80C1898B0,133686,80CD4F8F0,19314.85,Mexican Peso,19314.85,Mexican Peso,Credit Card,0
124170,3142803,2022/09/06 18:10,143493,8108E2C40,44650,8117FE690,5702.3,Shekel,5702.3,Shekel,Cheque,0
307175,2256612,2022/09/04 20:27,138395,80E2A7520,117,80EE05A10,28.93,Swiss Franc,28.93,Swiss Franc,Cheque,0
299418,86380,2022/09/01 00:11,22164,80DD64880,4726,80D1D9940,3.54,US Dollar,3.54,US Dollar,Credit Card,0
40448,4431498,2022/09/09 07:54,1241,802741CE0,25981,8051B00D0,2569.62,US Dollar,2569.62,US Dollar,Cheque,0
32643,4861484,2022/09/09 23:54,22,800067DC0,22,800067DC0,1297.62,Euro,1297.62,Euro,Cheque,0
